years_actual,years_predicted
3.0,1.8715555555555232
18.0,19.493333333333364
5.0,2.359999999999973
15.0,16.18666666666669
7.0,6.916666666666667
1.0,2.2433333333333154
2.0,2.6933333333333156
1.0,1.956666666666628
1.0,0.9999999999999716
1.0,2.198789987789958
4.0,11.873333333333346
5.0,2.5421666666666454
7.0,9.069999999999997
8.0,7.275730158730159
17.0,14.610000000000035
3.0,5.306666666666666
15.0,13.799999999999994
6.0,8.549999999999997
10.0,8.810000000000011
1.0,3.0933333333333266
11.0,15.280000000000012
10.0,7.78
15.0,22.356666666666733
6.0,5.176666666666673
15.0,12.286666666666665
4.0,3.559999999999989
4.0,4.056222222222216
4.0,5.313166666666668
14.0,11.383333333333344
3.0,6.886666666666668
10.0,13.74999999999998
6.0,2.749999999999975
5.0,8.20666666666667
6.0,7.490000000000001
7.0,10.936666666666671
3.0,3.5799999999999943
12.0,8.689999999999992
6.0,7.82
7.0,8.766666666666676
5.0,5.110000000000001
12.0,11.54333333333333
16.0,12.819999999999983
7.0,5.883888888888887
4.0,4.270000000000009
4.0,3.883333333333342
13.0,9.506666666666668
4.0,4.453333333333346
12.0,12.516666666666644
7.0,8.206666666666667
11.0,11.97999999999999
6.0,5.4933333333333385
13.0,8.33333333333333
5.0,6.866666666666667
3.0,3.5598888888888776
1.0,3.3634603174603197
4.0,4.873333333333338
16.0,8.74333333333334
10.0,18.109999999999975
5.0,3.499999999999997
5.0,2.1922063492063506
17.0,20.119999999999997
4.0,5.670000000000005
9.0,11.669999999999993
4.0,3.5196111111111175
2.0,4.638055555555564
2.0,2.001555555555518
8.0,5.263333333333335
3.0,5.5319999999999965
12.0,9.553333333333333
8.0,6.0
2.0,0.9999999999999716
5.0,4.933333333333335
4.0,1.382222222222194
2.0,1.8666666666666316
7.0,7.673333333333332
9.0,11.576666666666657
6.0,2.1333333333333
1.0,1.0199999999999712
3.0,2.818888888888875
9.0,5.626666666666668
4.0,7.29
11.0,13.05999999999998
2.0,2.496440476190455
5.0,5.636666666666661
1.0,1.9833333333332943
11.0,19.553333333333335
2.0,2.120277777777752
10.0,10.093333333333339
19.0,18.446666666666612
13.0,14.436666666666659
1.0,1.3724488936988815
1.0,1.2786666666666449
8.0,3.1933333333333285
2.0,3.225071428571433
5.0,7.663333333333335
7.0,8.996666666666655
2.0,2.260238095238063
19.0,19.493333333333364
2.0,4.400511904761901
4.0,2.0099999999999616
3.0,3.013333333333322
7.0,4.0633333333333255
15.0,14.840000000000021
5.0,2.3175555555555274
5.0,3.14333333333331
5.0,8.549444444444445
18.0,17.373333333333342
13.0,11.169999999999986
15.0,9.903333333333329
6.0,7.5733333333333315
1.0,1.3121666666666396
3.0,3.5218333333333307
8.0,8.226666666666668
2.0,2.3166666666666353
5.0,5.398055555555555
13.0,9.883333333333333
20.0,14.926666666666685
10.0,10.016666666666673
8.0,12.260000000000002
17.0,11.21333333333332
8.0,14.839999999999975
6.0,4.6850000000000005
8.0,4.886666666666673
8.0,9.659999999999998
6.0,4.3566666666666585
3.0,2.1888730158730167
5.0,6.270000000000001
10.0,7.556666666666667
13.0,7.316666666666666
4.0,5.096666666666665
5.0,4.336666666666657
15.0,15.253333333333282
6.0,4.9486666666666626
4.0,6.356666666666669
4.0,5.606666666666674
6.0,2.650000000000005
8.0,10.989999999999995
16.0,5.9633333333333365
19.0,13.509999999999977
2.0,2.033333333333296
6.0,6.843333333333335
12.0,13.90666666666666
5.0,2.713333333333325
3.0,7.456666666666664
4.0,7.830000000000003
7.0,6.176666666666668
10.0,6.159999999999998
1.0,0.9999999999999716
13.0,6.693333333333332
14.0,19.73333333333335
10.0,13.476666666666684
5.0,7.3933333333333335
2.0,2.3699999999999717
5.0,3.5733333333333195
12.0,12.103333333333332
10.0,8.146666666666665
6.0,7.04
4.0,4.026666666666672
6.0,5.046666666666675
11.0,7.526666666666667
4.0,4.50438624338624
6.0,8.690000000000007
13.0,12.869999999999985
1.0,1.5034543512043355
13.0,7.323333333333335
2.0,3.3450714285714302
8.0,5.120000000000004
2.0,4.120499999999998
7.0,7.6800000000000015
6.0,5.723333333333339
18.0,14.826666666666634
12.0,13.336666666666675
4.0,1.6442777777777584
6.0,2.749999999999975
4.0,3.7366666666666584
12.0,11.966666666666649
8.0,5.336666666666676
12.0,12.646666666666665
1.0,1.0805396825396567
4.0,3.2266666666666586
5.0,8.453333333333333
15.0,12.693333333333328
5.0,6.606666666666668
5.0,10.493333333333338
3.0,3.8366666666666625
1.0,2.7751428571428445
5.0,5.036666666666674
11.0,12.080000000000009
13.0,14.740000000000006
18.0,21.35000000000003
14.0,15.280000000000012
6.0,11.793333333333337
22.0,18.569999999999958
4.0,3.5233333333333197
11.0,7.276666666666667
13.0,7.403333333333335
3.0,11.18
11.0,10.883333333333324
2.0,2.9699999999999873
4.0,1.6210238095237903
6.0,7.133333333333334
6.0,3.0566666666666578
13.0,16.106666666666683
2.0,2.623333333333317
5.0,4.459999999999989
1.0,1.2429629629629462
3.0,4.053333333333349
7.0,4.553333333333342
7.0,9.353333333333332
11.0,11.033333333333347
4.0,2.426666666666641
8.0,7.700000000000002
18.0,18.836666666666662
15.0,10.506666666666662
18.0,15.346666666666641
8.0,8.33
2.0,1.7122222222221923
6.0,2.593333333333307
2.0,3.8923333333333443
1.0,1.3266666666666351
4.0,4.343333333333323
7.0,7.360000000000001
2.0,3.403555555555555
16.0,13.369999999999994
2.0,3.8133333333333286
7.0,11.77666666666666
13.0,12.196666666666655
16.0,8.946666666666667
13.0,9.390000000000002
8.0,11.72999999999999
6.0,7.033333333333333
1.0,1.9833333333332943
4.0,5.960476190476195
5.0,6.880000000000001
22.0,17.293333333333287
6.0,4.5081984126984045
9.0,9.186666666666676
15.0,15.410000000000021
9.0,10.843333333333321
2.0,6.523333333333334
3.0,3.0800000000000143
5.0,3.535555555555564
5.0,6.360000000000001
7.0,10.350000000000009
16.0,16.336666666666673
9.0,7.896666666666668
3.0,2.7699999999999836
3.0,3.1694444444444576
4.0,7.16
17.0,14.180000000000035
12.0,7.023333333333333
2.0,1.3123333333333091
14.0,9.313333333333329
5.0,8.716666666666663
13.0,12.106666666666651
6.0,9.20666666666666
13.0,12.35
3.0,5.639999999999999
10.0,8.479999999999997
2.0,1.7215714285714148
4.0,4.906666666666668
11.0,12.973333333333331
7.0,7.730000000000001
5.0,4.8166666666666735
5.0,5.159999999999994
13.0,10.816666666666675
7.0,8.696666666666673
19.0,19.296666666666674
6.0,6.656666666666668
5.0,5.186666666666664
3.0,1.2429629629629462
3.0,3.2999999999999825
5.0,3.658222222222232
4.0,4.000000000000007
18.0,16.04333333333335
7.0,5.376666666666669
10.0,7.393333333333334
3.0,4.692500000000003
16.0,14.97000000000003
12.0,8.156666666666668
1.0,3.8526428571428566
2.0,5.406666666666669
17.0,21.85666666666671
16.0,18.169999999999966
11.0,8.846666666666676
7.0,8.549444444444445
3.0,3.2488888888888905
12.0,12.283333333333342
15.0,15.723333333333345
11.0,14.720000000000015
16.0,8.850000000000001
2.0,1.8749444444444148
21.0,17.28999999999996
7.0,5.379999999999996
2.0,2.0023333333332953
18.0,19.96666666666669
14.0,15.796666666666676
9.0,9.44
7.0,3.755555555555563
5.0,2.466666666666634
2.0,2.661595238095222
5.0,4.4666666666666766
1.0,0.9999999999999716
4.0,4.809999999999997
5.0,2.6056666666666466
5.0,2.1833333333333
4.0,9.276666666666664
5.0,4.350000000000016
4.0,2.836666666666652
3.0,3.704603174603178
4.0,8.340000000000002
16.0,10.606666666666657
7.0,5.50333333333333
4.0,5.476666666666667
7.0,2.6966666666666494
8.0,7.403333333333335
16.0,13.343333333333327
7.0,5.113333333333338
13.0,16.886666666666663
10.0,6.673333333333334
6.0,7.696666666666669
15.0,14.590000000000009
4.0,2.9433333333333103
12.0,14.613333333333358
7.0,4.51666666666666
3.0,1.9730079365078979
3.0,5.256666666666662
1.0,1.623388888888866
3.0,6.000000000000001
13.0,10.510000000000002
2.0,2.1555555555555204
9.0,6.446666666666665
5.0,3.058880952380931
11.0,5.779999999999998
7.0,3.84022222222222
5.0,3.8933333333333233
5.0,3.8166666666666704
3.0,2.001555555555518
2.0,3.3266666666666707
3.0,4.5533333333333275
7.0,9.906666666666663
4.0,4.113333333333346
12.0,11.613333333333333
2.0,3.129999999999992
2.0,1.8666666666666316
6.0,2.789999999999983
12.0,9.626666666666665
6.0,7.013333333333334
3.0,4.693333333333328
4.0,9.519999999999998
13.0,11.933333333333348
14.0,16.709999999999994
1.0,1.3266666666666351
15.0,14.873333333333335
10.0,9.23
13.0,10.03666666666667
2.0,1.888412698412668
9.0,8.499999999999995
7.0,7.093333333333333
10.0,14.590000000000009
3.0,3.153333333333319
2.0,4.906666666666668
2.0,2.869999999999984
10.0,13.326666666666664
12.0,9.48
8.0,7.6766666666666685
4.0,1.0805396825396567
3.0,2.35666666666664
2.0,1.7383333333333173
18.0,12.093333333333335
5.0,2.5421666666666454
4.0,3.798055555555548
2.0,4.3500000000000085
8.0,9.566666666666666
12.0,8.26333333333334
5.0,4.74
4.0,1.3894444444444174
4.0,2.8766666666666527
1.0,1.6337334054833939
11.0,12.41999999999998
8.0,10.339999999999998
13.0,12.493333333333347
4.0,3.610000000000008
3.0,6.9433333333333325
12.0,7.766666666666669
13.0,11.02
10.0,8.896666666666665
2.0,5.193333333333333
3.0,4.51666666666666
3.0,3.5320952380952297
4.0,3.9099999999999904
13.0,13.550000000000018
1.0,1.996666666666628
1.0,3.672000000000007
19.0,15.823333333333348
12.0,10.116666666666674
17.0,22.586666666666737
16.0,9.353333333333332
14.0,14.613333333333358
11.0,8.54333333333333
10.0,6.506666666666665
7.0,5.1107777777777805
1.0,1.023333333333305
8.0,7.003333333333334
13.0,10.826666666666657
1.0,1.2429629629629462
1.0,0.9999999999999716
8.0,9.043333333333331
2.0,1.9433333333332943
3.0,5.406666666666669
9.0,10.81000000000001
3.0,3.5154444444444537
10.0,8.499999999999995
1.0,2.8722222222221934
5.0,8.793333333333331
9.0,11.399999999999991
11.0,10.209999999999996
7.0,5.926666666666669
6.0,4.875333333333328
4.0,2.4099999999999735
2.0,1.550714285714264
8.0,5.640000000000003
7.0,8.249999999999996
2.0,1.6337334054833939
5.0,6.016666666666667
10.0,6.416666666666666
2.0,2.723333333333316
5.0,7.553333333333335
3.0,1.939999999999964
18.0,20.029999999999994
5.0,2.093333333333298
8.0,6.256666666666667
19.0,20.53666666666667
10.0,7.920000000000006
6.0,3.350666666666657
11.0,10.55999999999999
2.0,2.553333333333314
3.0,3.334888888888882
2.0,2.909999999999994
1.0,1.0499999999999714
12.0,12.169999999999987
1.0,0.9999999999999716
16.0,14.600000000000016
2.0,3.4242500000000042
5.0,8.070000000000002
2.0,6.120000000000003
5.0,5.543333333333334
10.0,9.279999999999998
9.0,12.493333333333347
16.0,17.719999999999956
9.0,12.583333333333336
2.0,3.092000000000005
2.0,5.578333333333328
5.0,6.97
3.0,4.106166666666679
5.0,2.7999999999999865
5.0,3.9866666666666735
8.0,7.126666666666667
6.0,11.989999999999984
4.0,6.463333333333335
3.0,1.983611111111074
8.0,7.659999999999998
6.0,6.453333333333333
2.0,5.396666666666665
2.0,2.909999999999994
11.0,10.686666666666671
16.0,20.486666666666665
2.0,3.5900000000000096
5.0,5.513333333333332
10.0,7.356666666666667
4.0,3.755555555555563
2.0,6.4833333333333325
1.0,0.9999999999999716
6.0,6.163333333333335
4.0,3.307182539682544
15.0,8.740000000000006
1.0,1.9833333333332943
11.0,9.733333333333334
5.0,2.7999999999999865
1.0,0.9999999999999716
7.0,9.61333333333333
2.0,4.100000000000008
7.0,6.396666666666668
3.0,2.759999999999983
3.0,4.036666666666681
12.0,15.556666666666684
1.0,1.9787460317460104
10.0,6.9399999999999995
11.0,9.139999999999997
3.0,4.570000000000009
3.0,2.7633333333333177
5.0,2.0733333333332995
5.0,5.18666666666666
11.0,10.856666666666662
4.0,2.6733333333333062
4.0,5.636666666666661
4.0,3.4633333333333396
6.0,4.393333333333345
3.0,2.0433333333332966
11.0,8.886666666666665
4.0,1.9299999999999873
9.0,9.939999999999998
11.0,18.37666666666668
8.0,6.943333333333334
8.0,9.406666666666663
3.0,3.17999999999999
4.0,2.7333333333333165
1.0,1.952999999999978
2.0,3.4633333333333396
7.0,5.636666666666668
10.0,14.213333333333335
7.0,8.939999999999996
4.0,5.729999999999996
4.0,5.406666666666669
8.0,7.423333333333334
12.0,18.109999999999975
23.0,12.823333333333352
3.0,2.419999999999976
12.0,14.740000000000006
6.0,2.776666666666639
8.0,8.946666666666674
7.0,14.839999999999975
3.0,6.416611111111112
7.0,5.760000000000005
13.0,13.720000000000024
6.0,8.676666666666664
15.0,19.233333333333306
16.0,10.52
5.0,5.033333333333334
2.0,2.725031746031725
7.0,8.90666666666666
6.0,6.673333333333335
1.0,2.2499999999999876
15.0,18.676666666666634
18.0,17.116666666666667
5.0,4.686666666666676
8.0,10.776666666666667
4.0,2.606666666666646
4.0,6.210000000000001
3.0,3.339999999999996
3.0,6.498222222222224
5.0,4.293333333333338
5.0,6.546666666666668
9.0,7.503333333333334
8.0,9.656666666666666
18.0,9.929999999999996
3.0,5.836666666666664
10.0,5.475555555555554
2.0,3.1798333333333217
14.0,9.506666666666666
11.0,10.176666666666677
14.0,13.183333333333316
2.0,4.316666666666675
4.0,4.056666666666674
3.0,2.4600000000000026
6.0,8.153333333333334
3.0,4.899333333333338
12.0,9.23
1.0,0.9999999999999716
4.0,4.390000000000009
5.0,5.756666666666662
4.0,4.743333333333341
10.0,14.839999999999975
11.0,8.446666666666676
11.0,13.356666666666644
11.0,11.979999999999983
10.0,9.629999999999999
7.0,5.95666666666667
3.0,7.576666666666667
2.0,2.8833333333333195
7.0,6.472777777777777
15.0,14.046666666666656
14.0,15.643333333333349
7.0,10.75666666666666
8.0,6.029130952380955
2.0,2.29372222222219
1.0,2.049999999999965
9.0,12.169999999999987
14.0,19.2533333333333
2.0,3.2820238095237992
5.0,10.209999999999999
7.0,5.543968253968259
10.0,7.126666666666667
3.0,5.5499999999999945
2.0,2.2266666666666355
9.0,11.043333333333322
9.0,10.823333333333327
9.0,7.3933333333333335
5.0,5.520000000000001
11.0,8.023333333333339
12.0,8.989999999999991
16.0,18.539999999999942
2.0,1.3292222222221985
3.0,2.319999999999972
9.0,9.059999999999992
22.0,20.119999999999997
13.0,11.576666666666668
1.0,1.2505608465608313
4.0,3.6888888888888975
4.0,5.453333333333333
9.0,6.643333333333334
10.0,6.336666666666665
6.0,8.746666666666673
3.0,5.543333333333331
16.0,15.500000000000037
15.0,13.343333333333343
6.0,6.256666666666666
7.0,6.166666666666671
7.0,5.513333333333335
5.0,6.963333333333334
17.0,13.800000000000013
16.0,19.613333333333312
4.0,1.6838055555555478
10.0,11.769999999999989
13.0,9.239999999999995
15.0,14.140000000000033
3.0,4.547333333333345
4.0,5.693333333333332
2.0,2.7708333333333144
15.0,10.183333333333332
1.0,0.9999999999999716
1.0,2.7033333333333145
6.0,5.626666666666662
8.0,10.899999999999999
13.0,12.776666666666667
5.0,4.686666666666669
14.0,13.720000000000024
5.0,7.62333333333333
3.0,2.106666666666632
4.0,2.9699999999999873
21.0,14.97000000000003
8.0,10.176666666666677
6.0,14.450000000000003
9.0,9.61
6.0,2.0266666666666406
2.0,5.5899999999999945
6.0,5.93333333333333
2.0,2.466666666666649
3.0,4.983000000000011
3.0,2.1966666666666352
4.0,7.45
4.0,3.78333333333333
13.0,9.736666666666668
3.0,4.933333333333335
7.0,7.646964285714286
8.0,10.513333333333346
18.0,14.779999999999978
4.0,5.022722222222219
8.0,9.339999999999996
16.0,15.77333333333335
9.0,5.046666666666675
4.0,4.835555555555554
3.0,2.99779365079364
9.0,12.913333333333327
6.0,5.970666666666666
3.0,1.6366666666666454
5.0,3.4833333333333334
10.0,9.110000000000005
3.0,2.62666666666665
8.0,8.203333333333333
3.0,5.173333333333331
3.0,4.50438624338624
8.0,9.94666666666666
7.0,9.939999999999998
12.0,13.23333333333331
4.0,2.769444444444428
10.0,11.416666666666671
3.0,3.2633333333333328
9.0,5.556666666666671
19.0,13.449999999999978
18.0,17.13666666666667
6.0,6.613333333333334
3.0,3.909999999999995
3.0,3.0094444444444344
13.0,10.403333333333327
5.0,6.653333333333335
9.0,8.126666666666663
7.0,6.263333333333336
8.0,9.5
9.0,8.020000000000005
5.0,5.510000000000002
9.0,15.166666666666693
2.0,1.5034543512043355
3.0,2.8210952380952223
4.0,7.346666666666668
9.0,15.786666666666655
3.0,2.7019999999999857
18.0,13.473333333333322
5.0,5.533333333333331
4.0,7.043333333333333
15.0,12.819999999999983
20.0,14.776666666666678
3.0,3.8522222222222378
6.0,8.343333333333334
8.0,9.152666666666663
1.0,2.0274285714285494
8.0,6.703333333333334
17.0,16.566666666666663
3.0,3.800000000000015
2.0,3.8526428571428566
13.0,10.700000000000006
2.0,3.5099999999999865
17.0,21.91333333333338
4.0,6.557333333333333
6.0,6.993333333333333
2.0,3.6533333333333387
5.0,3.212984126984116
9.0,5.543333333333334
9.0,13.466666666666686
18.0,11.613333333333333
14.0,14.053333333333324
8.0,10.356666666666658
19.0,14.346666666666643
5.0,6.396666666666668
2.0,2.001555555555518
4.0,5.216666666666669
3.0,3.719666666666678
5.0,5.710000000000001
6.0,2.0533333333332973
5.0,6.270000000000001
8.0,3.146666666666641
15.0,17.609999999999967
10.0,6.746666666666666
1.0,3.3199999999999856
3.0,6.9799999999999995
3.0,2.5544444444444236
14.0,9.67666666666667
5.0,5.676666666666664
6.0,8.519999999999996
8.0,8.14333333333333
16.0,16.226666666666677
3.0,2.516666666666646
1.0,2.099999999999974
13.0,13.123333333333312
2.0,4.542309523809523
3.0,6.5266666666666655
6.0,2.926666666666642
4.0,2.1966666666666352
10.0,14.61000000000001
3.0,1.8933333333333193
4.0,5.02666666666667
4.0,7.489999999999999
3.0,4.790000000000001
3.0,5.040000000000008
1.0,1.6266666666666412
9.0,4.936666666666661
4.0,4.435944444444452
6.0,5.76333333333333
1.0,4.020000000000016
5.0,4.086666666666675
6.0,7.286666666666668
2.0,2.5347380952380805
3.0,6.1599444444444424
4.0,7.013333333333334
9.0,6.810000000000001
17.0,14.993333333333297
13.0,12.47333333333333
6.0,8.085333333333336
4.0,3.0974999999999886
11.0,6.833333333333334
15.0,12.63666666666669
5.0,6.826666666666666
2.0,2.5756666666666472
3.0,4.898436507936511
14.0,12.75333333333334
17.0,20.009999999999998
6.0,4.7166666666666694
7.0,5.883333333333336
3.0,5.823333333333328
7.0,11.349999999999989
5.0,6.815555555555556
6.0,5.109999999999998
11.0,9.296666666666663
9.0,12.246666666666652
3.0,6.681333333333333
16.0,20.009999999999998
5.0,3.8033333333333212
1.0,2.319999999999972
2.0,2.0617619047619042
5.0,3.2333333333333263
2.0,2.87866666666668
7.0,5.8233333333333315
3.0,3.798055555555548
5.0,5.83333333333333
2.0,3.3633333333333404
10.0,10.12
21.0,15.960000000000003
7.0,11.993333333333318
2.0,2.300277777777749
22.0,16.96666666666667
6.0,6.573333333333335
2.0,2.3501550671550477
6.0,6.956666666666667
3.0,3.829999999999989
3.0,4.080000000000014
8.0,10.283333333333328
7.0,4.67333333333334
12.0,10.956666666666663
14.0,13.639999999999977
8.0,6.97
3.0,6.356666666666667
14.0,13.593333333333312
13.0,15.45000000000002
12.0,10.326666666666679
13.0,11.983333333333341
14.0,14.71666666666669
7.0,10.01
5.0,8.946666666666674
8.0,8.479999999999997
5.0,4.99
2.0,1.5200636955636906
5.0,3.486666666666659
2.0,5.790000000000007
4.0,3.9448412698412674
11.0,11.169999999999986
6.0,4.693333333333331
3.0,4.232738095238109
10.0,8.359999999999998
19.0,17.269999999999957
3.0,1.3724488936988815
3.0,3.0423333333333193
7.0,4.843333333333339
17.0,11.650000000000002
14.0,14.233333333333329
4.0,4.196666666666681
6.0,7.286666666666668
5.0,9.13666666666666
9.0,12.299999999999997
11.0,7.9200000000000035
3.0,2.4051111111110863
3.0,2.6011111111110923
7.0,8.309555555555555
3.0,6.350000000000006
4.0,2.4051111111110863
8.0,6.713333333333334
4.0,4.752063492063495
6.0,5.786666666666662
13.0,11.513333333333346
20.0,16.52333333333334
11.0,14.446666666666669
9.0,4.740111111111118
7.0,14.843333333333309
15.0,15.39333333333336
5.0,7.643333333333334
4.0,4.38999999999999
2.0,1.108055555555529
9.0,12.413333333333314
13.0,12.336666666666677
1.0,0.9999999999999716
2.0,3.5154444444444537
3.0,3.0799999999999876
7.0,6.089999999999998
2.0,3.4166666666666483
17.0,14.526666666666653
10.0,15.173333333333318
5.0,10.700000000000006
2.0,2.0094761904761675
9.0,8.916666666666664
4.0,2.3522222222221947
16.0,18.729999999999983
4.0,3.353333333333343
1.0,1.1899999999999755
3.0,6.0626666666666695
12.0,8.785301587301586
8.0,5.2333333333333405
7.0,6.9799999999999995
6.0,4.543333333333326
18.0,8.50333333333334
9.0,7.6766666666666685
4.0,2.063333333333298
6.0,3.10888888888888
11.0,11.54
7.0,4.791301587301586
7.0,6.903333333333333
8.0,4.336666666666657
7.0,4.200000000000005
14.0,15.796666666666676
7.0,7.683333333333335
6.0,4.996666666666673
9.0,5.666666666666668
6.0,5.816666666666668
8.0,9.693333333333333
15.0,13.236666666666652
25.0,16.56333333333332
4.0,3.9514444444444528
5.0,3.5133333333333163
2.0,1.5200636955636906
4.0,5.199999999999998
8.0,10.920000000000002
9.0,7.376666666666667
6.0,7.393333333333334
14.0,12.463333333333335
3.0,2.326666666666638
10.0,13.336666666666659
4.0,3.689944444444432
4.0,7.489999999999999
4.0,5.366666666666665
9.0,7.923333333333336
10.0,9.306666666666672
10.0,12.260000000000002
3.0,4.5233333333333245
3.0,3.3233333333333372
3.0,5.040000000000008
2.0,2.8840396825396564
4.0,2.759999999999983
14.0,7.840000000000004
6.0,5.963333333333335
2.0,2.2933333333333037
10.0,12.356666666666671
10.0,12.216666666666672
5.0,7.893333333333332
8.0,6.810000000000001
14.0,4.539999999999993
12.0,13.966666666666645
3.0,4.836666666666665
14.0,11.13999999999999
10.0,9.020000000000012
17.0,12.973333333333331
3.0,2.7333333333333165
4.0,2.6299999999999795
9.0,11.773333333333348
18.0,17.193333333333335
6.0,6.1633333333333375
9.0,7.133333333333334
8.0,11.103333333333346
8.0,5.783333333333331
16.0,9.146666666666677
5.0,6.851666666666667
8.0,8.73666666666666
4.0,3.3899999999999886
11.0,10.176666666666677
6.0,6.883333333333334
2.0,1.0499999999999714
7.0,8.06
7.0,8.730000000000006
9.0,7.236666666666666
4.0,2.635888888888866
15.0,8.556666666666672
21.0,19.1533333333333
1.0,1.3724488936988815
4.0,8.193333333333333
5.0,6.273333333333333
6.0,4.371666666666676
2.0,3.3332222222222154
5.0,7.946666666666669
1.0,2.7854999999999848
4.0,4.823333333333331
9.0,10.356666666666667
19.0,19.0833333333333
15.0,16.776666666666657
2.0,1.888412698412668
3.0,4.020000000000018
2.0,1.3292222222221985
5.0,7.439999999999998
11.0,7.486666666666668
16.0,14.230000000000032
1.0,1.7209444444444282
7.0,15.396666666666677
9.0,12.266666666666673
4.0,3.8452777777777927
7.0,8.383333333333335
2.0,3.2999999999999887
2.0,5.763333333333332
14.0,9.18999999999999
1.0,2.2499999999999876
5.0,4.162142857142855
13.0,11.186666666666676
6.0,6.249999999999999
4.0,7.523333333333331
10.0,10.176666666666677
5.0,6.800000000000002
5.0,4.229722222222211
12.0,13.719999999999986
7.0,7.403333333333335
3.0,2.3859999999999806
1.0,2.2266666666666355
6.0,7.446666666666666
10.0,12.759999999999994
14.0,12.576666666666643
12.0,9.633333333333333
3.0,6.053333333333335
2.0,1.6337334054833939
2.0,1.3123333333333091
9.0,5.3533333333333415
3.0,2.932055555555542
4.0,5.566666666666663
3.0,2.8486666666666522
10.0,13.863333333333353
2.0,1.8666666666666316
12.0,9.776666666666664
7.0,8.33
17.0,10.440000000000012
9.0,8.346666666666673
4.0,4.423333333333348
5.0,5.500000000000001
10.0,7.36
3.0,2.526666666666671
6.0,9.113333333333335
5.0,3.36166666666667
1.0,0.9999999999999716
10.0,6.096666666666665
5.0,2.4766666666666426
10.0,4.0938888888888725
5.0,3.773333333333328
2.0,3.212984126984116
7.0,6.356666666666667
11.0,8.756666666666664
11.0,8.599999999999996
5.0,5.626666666666662
18.0,18.216666666666644
12.0,14.066666666666666
6.0,6.646666666666668
16.0,11.840000000000007
8.0,6.3033333333333355
9.0,8.74333333333334
18.0,17.00333333333332
4.0,4.503333333333327
9.0,13.699999999999985
4.0,2.0733333333332995
3.0,2.7794444444444375
3.0,3.153333333333319
5.0,4.693333333333328
1.0,4.217682539682545
11.0,9.929999999999996
1.0,0.9999999999999716
5.0,4.5533333333333275
11.0,8.19
3.0,2.909999999999994
2.0,1.95777777777774
7.0,6.35
4.0,2.7766666666666486
4.0,5.889999999999999
8.0,6.043333333333335
12.0,12.68666666666666
5.0,4.016666666666659
4.0,8.486666666666663
19.0,16.43999999999997
4.0,3.953333333333349
15.0,15.450000000000008
10.0,4.639999999999999
3.0,3.307182539682544
14.0,12.336666666666677
16.0,14.439999999999987
5.0,4.97666666666667
3.0,5.0433333333333294
3.0,2.633333333333315
8.0,9.633333333333331
3.0,2.909999999999994
2.0,1.2786666666666449
1.0,1.2429629629629462
21.0,17.32666666666666
3.0,1.0466666666666393
6.0,3.658222222222232
18.0,19.53666666666667
12.0,6.646666666666668
10.0,8.366666666666665
1.0,0.9999999999999716
14.0,13.149999999999984
3.0,3.650000000000011
8.0,4.80000000000001
3.0,4.823333333333331
4.0,6.86
6.0,7.283333333333333
12.0,11.283333333333344
9.0,12.356666666666648
18.0,19.2533333333333
6.0,5.991111111111112
11.0,7.723333333333335
19.0,15.34666666666668
6.0,6.246111111111114
14.0,14.793333333333344
5.0,4.214999999999987
6.0,4.340000000000015
4.0,4.816666666666675
2.0,2.050444444444407
7.0,6.319999999999999
4.0,5.516666666666666
8.0,5.8300000000000045
1.0,1.7633333333332981
2.0,6.498222222222224
6.0,8.699999999999996
15.0,16.009999999999962
6.0,11.330000000000013
19.0,20.046666666666653
8.0,5.253333333333333
12.0,18.229999999999976
6.0,5.493333333333336
18.0,14.776666666666678
4.0,1.865476190476179
11.0,18.70666666666667
6.0,5.019999999999996
7.0,7.646964285714286
4.0,6.656666666666668
8.0,4.600000000000013
