rank,player_name,age,points,n_tournaments,diff_rank_three,last_name
439,Buvaysar Gadamauri,25,107,27,5053,Gadamauri
440,Alexandr Binda,24,107,29,5053,Binda
441,Federico Bondioli,20,107,32,5053,Bondioli
442,Giovanni Fonio,27,106,22,5054,Fonio
443,Oleg Prihodko,28,106,23,5054,Prihodko
444,Mae Malige,19,106,24,5054,Malige
445,Yusuke Takahashi,28,106,25,5054,Takahashi
446,Jonas Forejtek,24,105,18,5055,Forejtek
447,Max Wiskandt,23,104,22,5056,Wiskandt
448,Olle Wallin,24,104,27,5056,Wallin
449,Lorenzo Joaquin Rodriguez,26,103,28,5057,Joaquin Rodriguez
450,Yanki Erel,25,102,18,5058,Erel
451,Bernabe Zapata Miralles,28,102,21,5058,Zapata Miralles
452,Stefano Napolitano,30,101,14,5059,Napolitano
453,Dali Blanch,22,101,28,5059,Blanch
454,Thanasi Kokkinakis,29,100,4,5060,Kokkinakis
455,Gianmarco Ferrari,25,100,28,5060,Ferrari
456,Andrew Fenty,25,99,26,5061,Fenty
457,Andrey Chepelev,27,99,35,5061,Chepelev
458,Olaf Pieczkowski,21,98,23,5062,Pieczkowski
459,Maxim Zhukov,20,98,24,5062,Zhukov
460,Marvin Moeller,26,98,25,5062,Moeller
461,Mateus Alves,24,97,27,5063,Alves
462,James Story,24,97,27,5063,Story
463,Pavel Kotov,27,96,16,5064,Kotov
464,Eduardo Ribeiro,27,96,18,5064,Ribeiro
465,Enrico Dalla Valle,27,96,21,5064,Dalla Valle
466,Jay Friend,21,95,12,5065,Friend
467,Ognjen Milic,18,95,17,5065,Milic
468,Keegan Smith,27,95,23,5065,Smith
469,Jake Delaney,28,95,30,5065,Delaney
470,Hiroki Moriya,35,94,18,5066,Moriya
471,Karan Singh,22,94,25,5066,Singh
472,Juan Estevez,20,94,26,5066,Estevez
473,Eric Vanshelboim,24,94,27,5066,Vanshelboim
474,Carlos Lopez Montagud,25,94,28,5066,Lopez Montagud
475,Takuya Kumasaka,27,93,24,5067,Kumasaka
476,Filip Peliwo,31,93,33,5067,Peliwo
477,Pedro Vives Marcos,24,92,11,5068,Vives Marcos
478,Filippo Moroni,24,92,15,5068,Moroni
479,Lukas Pokorny,23,92,19,5068,Pokorny
480,Nikolay Vylegzhanin,25,92,25,5068,Vylegzhanin
481,Laurent Lokoli,31,91,15,5069,Lokoli
482,Eero Vasa,28,91,26,5069,Vasa
483,Mirza Basic,34,90,16,5070,Basic
484,Edward Winter,21,90,19,5070,Winter
485,Pietro Fellin,24,90,23,5070,Fellin
486,Tsung-Hao Huang,26,90,26,5070,Huang
487,Tadeas Paroulek,25,90,27,5070,Paroulek
488,Soonwoo Kwon,28,89,8,5071,Kwon
489,Yan Bai,36,89,13,5071,Bai
490,Alexander Weis,28,89,24,5071,Weis
491,Branko Djuric,20,89,27,5071,Djuric
492,Jack Loge,21,89,30,5071,Loge
493,Blaise Bicknell,24,88,20,5072,Bicknell
494,Joao Eduardo Schiessl,21,88,23,5072,Eduardo Schiessl
495,Cyril Vandermeersch,26,88,25,5072,Vandermeersch
496,Vladyslav Orlov,30,88,29,5072,Orlov
497,Lui Maxted,22,87,10,5073,Maxted
498,Aristotelis Thanos,24,87,17,5073,Thanos
499,Tibo Colson,25,87,22,5073,Colson
500,Alexander Ritschard,31,86,12,5074,Ritschard
501,Bor Artnak,21,86,16,5074,Artnak
502,Tristan McCormick,26,86,32,5074,McCormick
503,Sean Cuenin,21,85,21,5075,Cuenin
504,Alex Marti Pujolras,26,85,23,5075,Marti Pujolras
505,Maxime Janvier,29,85,26,5075,Janvier
506,Stefan Palosi,25,85,27,5075,Palosi
507,Matthew Dellavedova,25,85,33,5075,Dellavedova
508,Nicolas Arseneault,18,84,20,5076,Arseneault
509,Oriol Roca Batalla,32,84,15,5076,Roca Batalla
510,Tommaso Compagnucci,26,84,26,5076,Compagnucci
511,Ryan Nijboer,26,84,30,5076,Nijboer
512,Dominik Koepfer,31,83,6,5077,Koepfer
513,Henry Bernet,18,83,11,5077,Bernet
514,Blake Ellis,26,83,11,5077,Ellis
515,Andrea Guerrieri,27,83,15,5077,Guerrieri
516,Egor Agafonov,23,83,19,5077,Agafonov
517,Renzo Olivo,33,82,19,5078,Olivo
518,Thomas Faurel,19,82,24,5078,Faurel
519,Stefan Adrian Andreescu,23,82,30,5078,Adrian Andreescu
520,Gregoire Barrere,31,81,14,5079,Barrere
521,Daniel Masur,31,80,16,5080,Masur
522,Philip Sekulic,22,80,17,5080,Sekulic
523,Mukund Sasikumar,28,80,23,5080,Sasikumar
524,Dhakshineswar Suresh,25,79,12,5081,Suresh
525,Carl Emil Overbeck,24,78,14,5082,Emil Overbeck
526,Ryuki Matsuda,25,78,22,5082,Matsuda
527,Sergio Callejon Hernando,21,78,24,5082,Callejon Hernando
528,Oleksandr Ovcharenko,24,78,25,5082,Ovcharenko
529,Alberto Barroso Campos,29,78,28,5082,Barroso Campos
530,Bruno Kuzuhara,21,78,29,5082,Kuzuhara
531,Sebastian Gima,23,78,32,5082,Gima
532,Khumoyun Sultanov,27,77,17,5083,Sultanov
533,Tristan Lamasine,32,76,17,5084,Lamasine
534,Leo Borg,22,76,22,5084,Borg
535,Ivan Marrero Curbelo,27,76,22,5084,Marrero Curbelo
536,Dennis Novak,32,76,22,5084,Novak
537,Masamichi Imamura,27,76,26,5084,Imamura
538,Stefan Popovic,22,76,35,5084,Popovic
539,Cannon Kingsley,24,75,20,5085,Kingsley
540,Oleksii Krutykh,25,75,21,5085,Krutykh
541,Peter Fajta,23,75,21,5085,Fajta
542,Gabriele Pennaforti,25,75,25,5085,Pennaforti
543,Fares Zakaria,24,75,25,5085,Zakaria
544,Kokoro Isomura,22,75,30,5085,Isomura
545,Yuki Mochizuki,28,74,18,5086,Mochizuki
546,Maximilian Neuchrist,34,74,20,5086,Neuchrist
547,Aleksandre Bakshi,28,74,23,5086,Bakshi
548,Nino Ehrenschneider,24,74,26,5086,Ehrenschneider
549,Emil Ruusuvuori,26,73,19,5087,Ruusuvuori
550,Valerio Aboian,23,73,15,5087,Aboian
551,Ergi Kirkin,26,72,18,5088,Kirkin
552,Johan Nikles,28,72,21,5088,Nikles
553,Lucas Pouille,31,71,4,5089,Pouille
554,Govind Nanda,24,71,14,5089,Nanda
555,Elmar Ejupovic,32,71,14,5089,Ejupovic
556,Karue Sell,32,71,15,5089,Sell
557,Dominik Palan,25,71,21,5089,Palan
558,Maxwell Mckennon,23,71,23,5089,Mckennon
559,Georgii Kravchenko,25,71,24,5089,Kravchenko
560,Woobin Shin,21,71,26,5089,Shin
561,Igor Gimenez,25,71,28,5089,Gimenez
562,Amr Elsayed,26,71,29,5089,Elsayed
563,Max Hans Rehberg,22,70,8,5090,Hans Rehberg
564,Justin Boulais,24,70,21,5090,Boulais
565,Tomasz Berkieta,19,70,23,5090,Berkieta
566,Sebastian Sorger,19,70,24,5090,Sorger
567,Dominik Kellovsky,29,70,24,5090,Kellovsky
568,Pavle Marinkov,19,70,26,5090,Marinkov
569,Paulo Andre Saraiva Dos Santos,25,70,26,5090,Andre Saraiva Dos Santos
570,Dusan Obradovic,24,69,26,5091,Obradovic
571,Kirill Kivattsev,28,69,33,5091,Kivattsev
572,Taha Baadi,24,68,27,5092,Baadi
573,Alafia Ayeni,26,67,19,5093,Ayeni
574,Filippo Romano,20,67,19,5093,Romano
575,Arthur Nagel,22,67,24,5093,Nagel
576,Arda Azkara,22,66,13,5094,Azkara
577,Radu Mihai Papoe,23,66,15,5094,Mihai Papoe
578,Anton Matusevich,24,66,16,5094,Matusevich
579,Robin Catry,23,66,17,5094,Catry
580,Michal Krajci,20,66,27,5094,Krajci
581,Maxime Chazal,32,65,20,5095,Chazal
582,Adhithya Ganesan,20,65,22,5095,Ganesan
583,Alvin Nicholas Tudorica,23,65,22,5095,Nicholas Tudorica
584,Samuele Pieri,23,65,27,5095,Pieri
585,Juan Sebastian Gomez,33,64,7,5096,Sebastian Gomez
586,Filip Jeff Planinsek,24,64,15,5096,Jeff Planinsek
587,Manuel Mazza,26,64,19,5096,Mazza
588,Michael Vrbensky,25,64,19,5096,Vrbensky
589,Petr Nesterov,22,64,23,5096,Nesterov
590,Constantin Bittoun Kouzmine,26,64,35,5096,Bittoun Kouzmine
591,Stefan Dostanic,24,63,10,5097,Dostanic
592,Enzo Couacaud,30,63,11,5097,Couacaud
593,Dan Alexandru Tomescu,26,63,12,5097,Alexandru Tomescu
594,Cem Ilkel,30,63,12,5097,Ilkel
595,Jozef Kovalik,33,63,14,5097,Kovalik
596,Miguel Tobon,19,63,21,5097,Tobon
597,Manas Dhamne,17,63,23,5097,Dhamne
598,Millen Hurrion,26,63,25,5097,Hurrion
599,Lucas Gerch,30,62,17,5098,Gerch
600,Digvijaypratap Singh,25,62,19,5098,Singh
601,Joaquin Aguilar Cardozo,20,62,21,5098,Aguilar Cardozo
602,Matthew William Donald,21,62,25,5098,William Donald
603,Emilien Demanet,20,62,30,5098,Demanet
604,Adrian Oetzbach,28,62,32,5098,Oetzbach
605,Arthur Reymond,26,61,22,5099,Reymond
606,Mario Gonzalez Fernandez,23,61,27,5099,Gonzalez Fernandez
607,Karl Poling,26,61,28,5099,Poling
608,Shunsuke Mitsui,23,60,12,5100,Mitsui
609,Alan Fernando Rubio Fierros,26,60,16,5100,Fernando Rubio Fierros
610,Nick Hardt,25,60,17,5100,Hardt
611,Koki Matsuda,25,60,17,5100,Matsuda
612,Andres Santamarta Roig,18,60,19,5100,Santamarta Roig
613,Juan Carlos Aguilar,27,60,20,5100,Carlos Aguilar
614,Lucio Ratti,21,60,22,5100,Ratti
615,Carlos Maria Zarate,20,60,22,5100,Maria Zarate
616,Maxence Beauge,25,60,23,5100,Beauge
617,Loann Massard,20,60,23,5100,Massard
618,Nicholas David Ionel,23,60,29,5100,David Ionel
619,Louis Wessels,27,60,30,5100,Wessels
620,Luis Carlos Alvarez,21,59,10,5101,Carlos Alvarez
621,Max Schoenhaus,18,59,13,5101,Schoenhaus
622,Aidan Mayo,22,59,17,5101,Mayo
623,Tai Sach,23,59,23,5101,Sach
624,Yurii Dzhavakian,32,59,34,5101,Dzhavakian
625,Christian Sigsgaard,28,58,13,5102,Sigsgaard
626,Damien Wenger,25,58,17,5102,Wenger
627,Ryan Fishback,23,58,25,5102,Fishback
628,Mees Rottgering,18,58,26,5102,Rottgering
629,Mikael Ymer,27,57,10,5103,Ymer
630,Jakub Nicod,21,57,14,5103,Nicod
631,Yassine Dlimi,22,57,14,5103,Dlimi
632,Shintaro Imai,32,57,14,5103,Imai
633,Lorenzo Sciahbasi,20,57,20,5103,Sciahbasi
634,Yuta Kawahashi,27,57,20,5103,Kawahashi
635,S D Prajwal Dev,29,57,24,5103,D Prajwal Dev
636,Kenta Miyoshi,21,56,10,5104,Miyoshi
637,Alec Deckers,25,56,12,5104,Deckers
638,Gerard Campana Lee,21,56,26,5104,Campana Lee
639,Johan Alexander Rodriguez,22,55,11,5105,Alexander Rodriguez
640,Daniel Siniakov,22,55,12,5105,Siniakov
641,Facundo Juarez,28,55,20,5105,Juarez
642,Ye Cong Mo,25,55,21,5105,Cong Mo
643,Kuan-Yi Lee,29,55,23,5105,Lee
644,Massimo Giunta,21,55,27,5105,Giunta
645,Andrew Paulson,24,54,8,5106,Paulson
646,Mate Valkusz,27,54,8,5106,Valkusz
647,Yusuke Kusuhara,28,54,16,5106,Kusuhara
648,Rigele Te,28,54,18,5106,Te
649,Santiago De La Fuente,23,54,18,5106,De La Fuente
650,Igor Kudriashov,22,54,19,5106,Kudriashov
651,Denis Klok,27,54,25,5106,Klok
652,Aziz Ouakaa,26,54,37,5106,Ouakaa
653,Peter Bertran,29,53,16,5107,Bertran
654,Karol Filar,27,53,18,5107,Filar
655,Juan Cruz Martin Manzano,20,53,18,5107,Cruz Martin Manzano
656,Chase Ferguson,26,53,23,5107,Ferguson
657,Axel Garcian,23,53,23,5107,Garcian
658,Kyle Kang,20,52,9,5108,Kang
659,Aidan Kim,21,52,11,5108,Kim
660,Reda Bennani,18,52,12,5108,Bennani
661,Toby Kodat,22,52,18,5108,Kodat
662,Yuta Kikuchi,26,52,23,5108,Kikuchi
663,Giuseppe La Vela,25,52,26,5108,La Vela
664,Luca Castagnola,23,52,26,5108,Castagnola
665,Tim Handel,29,52,29,5108,Handel
666,Duncan Chan,20,51,7,5109,Chan
667,Jacopo Vasami,17,51,9,5109,Vasami
668,Iliyan Radulov,20,51,13,5109,Radulov
669,Stijn Slump,26,51,20,5109,Slump
670,Pawit Sornlaksup,26,51,23,5109,Sornlaksup
671,Quinn Vandecasteele,23,51,26,5109,Vandecasteele
672,Giovanni Oradini,28,51,27,5109,Oradini
673,Nick Kyrgios,30,50,7,5110,Kyrgios
674,Michael Agwi,22,50,16,5110,Agwi
675,Jan Kumstat,18,50,18,5110,Kumstat
676,Radu David Turcanu,19,50,19,5110,David Turcanu
677,Daniel Antonio Nunez,24,50,20,5110,Antonio Nunez
678,Alexander Donski,27,49,8,5111,Donski
679,Francesco Forti,26,49,15,5111,Forti
680,Matisse Bobichon,23,49,17,5111,Bobichon
681,Felix Corwin,29,49,19,5111,Corwin
682,Alejandro Manzanera Pertusa,22,49,20,5111,Manzanera Pertusa
683,Imanol Lopez Morillo,26,49,21,5111,Lopez Morillo
684,Abel Forger,20,49,25,5111,Forger
685,Pedro Cachin,30,48,10,5112,Cachin
686,Joshua Sheehy,28,48,11,5112,Sheehy
687,Braden Shick,22,48,13,5112,Shick
688,Blu Baker,24,48,14,5112,Baker
689,Rodrigo Alujas,23,48,24,5112,Alujas
690,Pedro Araujo,23,48,27,5112,Araujo
691,Niels Visker,24,48,28,5112,Visker
692,Sergi Perez Contri,27,48,28,5112,Perez Contri
693,Alejo Sanchez Quilez,20,47,17,5113,Sanchez Quilez
694,Sidharth Rawat,32,47,20,5113,Rawat
695,Strong Kirchheimer,30,47,26,5113,Kirchheimer
696,Nicolas Moreno De Alboran,28,46,5,5114,Moreno De Alboran
697,Cooper Williams,20,46,7,5114,Williams
698,Pierluigi Basile,18,46,11,5114,Basile
699,Tuncay Duran,21,46,13,5114,Duran
700,James Watt,25,46,17,5114,Watt
701,Ajeet Rai,26,46,19,5114,Rai
702,Tianhui Zhang,19,46,20,5114,Zhang
703,Marcel Zielinski,25,46,20,5114,Zielinski
704,Kenny De Schepper,38,46,26,5114,De Schepper
705,Guillaume Dalmasso,23,46,27,5114,Dalmasso
706,Kyle Edmund,30,45,7,5115,Edmund
707,Pablo Martinez Gomez,19,45,9,5115,Martinez Gomez
708,Naoki Nakagawa,29,45,16,5115,Nakagawa
709,Sora Fukuda,28,45,18,5115,Fukuda
710,Kris Van Wyk,29,45,19,5115,Van Wyk
711,Semen Pankin,26,45,19,5115,Pankin
712,Ali Yazdani,22,45,20,5115,Yazdani
713,Ryan Dickerson,28,45,20,5115,Dickerson
714,Diego Augusto Barreto Sanchez,23,45,28,5115,Augusto Barreto Sanchez
715,Leo Vithoontien,26,45,29,5115,Vithoontien
716,Kaylan Bigun,19,44,15,5116,Bigun
717,Gabriel Ghetu,18,44,19,5116,Ghetu
718,Uisung Park,25,44,19,5116,Park
719,Jose Pereira,34,44,19,5116,Pereira
720,Matthew Summers,27,44,23,5116,Summers
721,Pedro Rodrigues,19,43,12,5117,Rodrigues
722,Joris De Loore,32,43,13,5117,De Loore
723,Michael Bassem Sobhy,21,43,24,5117,Bassem Sobhy
724,Manuel Guinard,30,42,5,5118,Guinard
725,Conner Huertas del Pino,29,42,9,5118,Huertas del Pino
726,JiSung Nam,32,42,13,5118,Nam
727,Alex Knaff,28,42,18,5118,Knaff
728,John Echeverria,24,42,18,5118,Echeverria
729,Felix Balshaw,19,42,21,5118,Balshaw
730,Yanaki Milev,21,42,25,5118,Milev
731,Kai Wehnelt,30,42,25,5118,Wehnelt
732,Michiel De Krom,27,42,27,5118,De Krom
733,Dimitris Sakellaridis,19,42,41,5118,Sakellaridis
734,Cruz Hewitt,17,41,15,5119,Hewitt
735,Daniil Ostapenkov,22,41,19,5119,Ostapenkov
736,Dinko Dinev,21,41,23,5119,Dinev
737,Fausto Tabacco,23,41,25,5119,Tabacco
738,Amaury Raynel,23,41,26,5119,Raynel
739,Evan Zhu,27,41,27,5119,Zhu
740,Maximilian Marterer,30,40,3,5120,Marterer
741,Micah Braswell,24,40,11,5120,Braswell
742,Theo Papamalamis,19,40,14,5120,Papamalamis
743,Luca Staeheli,25,40,14,5120,Staeheli
744,Alessandro Pecci,24,40,17,5120,Pecci
745,Tomas Farjat,24,40,19,5120,Farjat
746,Ignacio Monzon,27,40,21,5120,Monzon
747,Josip Simundza,20,40,23,5120,Simundza
748,Maxence Bertimon,26,40,24,5120,Bertimon
749,Matteo Covato,20,40,25,5120,Covato
750,Cesar Bouchelaghem,21,39,12,5121,Bouchelaghem
751,Timofei Derepasko,18,39,15,5121,Derepasko
752,Tiago Torres,23,39,15,5121,Torres
753,Pierre Delage,24,39,18,5121,Delage
754,Alec Beckley,24,39,20,5121,Beckley
755,Samuel Alejandro Linde Palacios,18,39,21,5121,Alejandro Linde Palacios
756,Matt Kuhar,29,39,24,5121,Kuhar
757,Samuel Heredia,19,39,25,5121,Heredia
758,Maik Steiner,31,39,25,5121,Steiner
759,Taisei Ichikawa,24,39,25,5121,Ichikawa
760,Tomas Curras Abasolo,25,39,26,5121,Curras Abasolo
761,Mitsuki Wei Kang Leong,21,39,27,5121,Wei Kang Leong
762,Mika Petkovic,18,39,29,5121,Petkovic
763,Alexis Gautier,28,38,9,5122,Gautier
764,Trey Hilderbrand,25,38,9,5122,Hilderbrand
765,Adrien Gobat,24,38,21,5122,Gobat
766,Duckhee Lee,27,38,22,5122,Lee
767,Yanis Ghazouani Durand,25,38,23,5122,Ghazouani Durand
768,Joshua Charlton,26,38,24,5122,Charlton
769,Federico Iannaccone,26,38,24,5122,Iannaccone
770,Mwendwa Mbithi,27,37,19,5123,Mbithi
771,Lucas Bouquet,28,37,19,5123,Bouquet
772,Leo Raquillet,20,37,19,5123,Raquillet
773,M Rifki Fitriadi,26,37,20,5123,Rifki Fitriadi
774,Luca Preda,19,37,21,5123,Preda
775,Nicolas Tepmahc,24,37,22,5123,Tepmahc
776,Shinji Hazawa,26,37,23,5123,Hazawa
777,Naoya Honda,19,37,25,5123,Honda
778,John Sperle,23,37,25,5123,Sperle
779,Jack Anthrop,22,36,9,5124,Anthrop
780,Victor Lilov,21,36,21,5124,Lilov
781,Francisco Rocha,26,36,23,5124,Rocha
782,Menelaos Efstathiou,26,36,24,5124,Efstathiou
783,Leonardo Rossi,23,36,29,5124,Rossi
784,Oscar Jose Gutierrez,32,36,29,5124,Jose Gutierrez
785,Lucas Andrade Da Silva,20,35,4,5125,Andrade Da Silva
786,Egor Gerasimov,33,35,12,5125,Gerasimov
787,Matyas Fuele,26,35,13,5125,Fuele
788,Attila Boros,21,35,16,5125,Boros
789,Martin Van Der Meerschen,25,35,22,5125,Van Der Meerschen
790,Colin Sinclair,30,35,23,5125,Sinclair
791,Samir Hamza Reguig,23,35,31,5125,Hamza Reguig
792,Wishaya Trongcharoenchaikul,30,35,33,5125,Trongcharoenchaikul
793,Dragos Nicolae Madaras,28,34,5,5126,Nicolae Madaras
794,Fryderyk Lechno-Wasiutynski,20,34,7,5126,Lechno-Wasiutynski
795,Roger Pascual Ferra,19,34,8,5126,Pascual Ferra
796,Ilya Ivashka,31,34,11,5126,Ivashka
797,Gustavo Ribeiro De Almeida,19,34,14,5126,Ribeiro De Almeida
798,Benoit Paire,36,34,14,5126,Paire
799,Mikalai Haliak,27,34,19,5126,Haliak
800,Alan Magadan,24,34,19,5126,Magadan
801,Linang Xiao,25,34,20,5126,Xiao
802,William Grant,24,34,25,5126,Grant
803,Artur Kukasian,21,34,26,5126,Kukasian
804,Jacob Brumm,27,34,27,5126,Brumm
805,J.J. Wolf,26,33,3,5127,Wolf
806,Oscar Weightman,24,33,5,5127,Weightman
807,Albert Pedrico Kravtsov,20,33,8,5127,Pedrico Kravtsov
808,Karim Bennani,18,33,9,5127,Bennani
809,Pedro Rodenas,21,33,12,5127,Rodenas
810,Evgeny Karlovskiy,31,33,13,5127,Karlovskiy
811,Aleksandr Lobanov,24,33,17,5127,Lobanov
812,Emile Hudd,25,33,19,5127,Hudd
813,Alejandro Juan Mano,20,33,23,5127,Juan Mano
814,Toufik Sahtali,26,33,24,5127,Sahtali
815,Wilson Leite,34,33,25,5127,Leite
816,Aleksandr Braynin,26,33,28,5127,Braynin
817,Nikita Bilozertsev,17,32,9,5128,Bilozertsev
818,Bruno Fernandez,21,32,19,5128,Fernandez
819,Keisuke Saitoh,24,32,20,5128,Saitoh
820,Maximilian Homberg,22,32,21,5128,Homberg
821,Thanapet Chanta,26,32,21,5128,Chanta
822,Lorenzo Rottoli,23,32,21,5128,Rottoli
823,Taiyo Yamanaka,24,32,24,5128,Yamanaka
824,Iannis Miletich,20,32,25,5128,Miletich
825,Kosuke Ogura,29,32,26,5128,Ogura
826,Mathias Bourgue,31,31,12,5129,Bourgue
827,Petros Tsitsipas,25,31,16,5129,Tsitsipas
828,Bautista Vilicich,24,31,17,5129,Vilicich
829,Amir Omarkhanov,18,31,20,5129,Omarkhanov
830,Vincent Marysko,19,31,21,5129,Marysko
831,Nikita Mashtakov,26,31,24,5129,Mashtakov
832,Noah Schachter,26,31,24,5129,Schachter
833,Niccolo Catini,28,31,25,5129,Catini
834,Martin Klizan,36,30,8,5130,Klizan
835,Gian Luca Tanner,24,30,11,5130,Luca Tanner
836,Kristijan Juhas,24,30,13,5130,Juhas
837,Alejandro Turriziani Alvarez,22,30,16,5130,Turriziani Alvarez
838,Maximo Zeitune,19,30,18,5130,Zeitune
839,Benjamin Torrealba,20,30,19,5130,Torrealba
840,Marlon Vankan,25,30,24,5130,Vankan
841,Jacob Bradshaw,23,29,10,5131,Bradshaw
842,Evgenii Tiurnev,28,29,12,5131,Tiurnev
843,Julio Cesar Porras,27,29,16,5131,Cesar Porras
844,Jorge Plans,23,29,17,5131,Plans
845,Rafael Izquierdo Luque,25,29,17,5131,Izquierdo Luque
846,Mert Naci Turker,27,29,20,5131,Naci Turker
847,Thiago Cigarran,25,29,21,5131,Cigarran
848,Ben Jones,27,29,26,5131,Jones
849,Marko Maksimovic,19,29,27,5131,Maksimovic
850,Dragos Nicolae Cazacu,21,29,31,5131,Nicolae Cazacu
851,Dong Ju Kim,23,28,8,5132,Ju Kim
852,Matt Ponchet,21,28,10,5132,Ponchet
852,Hoyoung Roh,19,28,10,5132,Roh
854,Marc Van Der Merwe,31,28,11,5132,Van Der Merwe
855,Xiaofei Wang,22,28,14,5132,Wang
856,Ryotaro Taguchi,25,28,16,5132,Taguchi
857,Giorgio Tabacco,22,28,18,5132,Tabacco
858,Ignacio Parisca Romera,20,28,24,5132,Parisca Romera
859,Niklas Schell,26,28,25,5132,Schell
860,Alexandre Aubriot,26,28,30,5132,Aubriot
861,Ryan Seggerman,26,27,7,5133,Seggerman
862,Oliver Bonding,18,27,12,5133,Bonding
863,Shunsuke Nakagawa,25,27,13,5133,Nakagawa
864,Charlie Robertson,19,27,14,5133,Robertson
865,Isaiah Strode,28,27,14,5133,Strode
866,Jeffrey Von Der Schulenburg,23,27,15,5133,Von Der Schulenburg
867,Lautaro Agustin Falabella,27,27,18,5133,Agustin Falabella
868,Jakub Filip,20,27,19,5133,Filip
869,Amit Vales,20,27,22,5133,Vales
870,Izan Almazan Valiente,19,27,23,5133,Almazan Valiente
871,Manuel Plunger,23,26,6,5134,Plunger
871,Emon Van Loben Sels,20,26,6,5134,Van Loben Sels
873,Ilya Snitari,23,26,9,5134,Snitari
874,Scott Jones,27,26,13,5134,Jones
875,Kalin Ivanovski,21,26,13,5134,Ivanovski
876,Nikola Slavic,25,26,17,5134,Slavic
877,Matyas Cerny,24,26,18,5134,Cerny
878,Daisuke Sumizawa,26,26,18,5134,Sumizawa
879,Joao Victor Couto Loureiro,22,26,19,5134,Victor Couto Loureiro
